Data,Produto,Categoria,Preço Unitário,Custo Unitário,Marca,Quantidade Vendida,Nome do Cliente,Cidade
2024-02-27,panela,UTILIDADES,5.93,4.39,Brown,38,Alice Rocha,Campinas
2023-08-21,fita isolante,UTILIDADES,8.93,6.86,Brown,36,Heloisa Montenegro,Osasco
2024-04-04,café,ALIMENTOS,4.63,2.35,Brown,20,Emanuella Cardoso,São Sebastião do Paraíso
2024-04-03,papel higiênico,HIGIENE,4.08,3.15,Tabajara,2,João Lucas Cirino,Recife
2024-03-25,calcinha,ROUPAS,4.73,3.08,Tabajara,3,Sra. Emanuella Correia,Mauá
2023-07-02,fanta,BEBIDAS,4.11,2.45,Doofensmirts,43,Ester Mendonça,São Sebastião do Paraíso
2024-02-28,camisa,ROUPAS,1.75,1.37,Doofensmirts,6,Luiza das Neves,São Sebastião do Paraíso
2023-10-15,camisa,ROUPAS,6.35,3.31,Doofensmirts,19,Guilherme Alves,Santo André
2023-11-07,sabonete,HIGIENE,2.62,1.66,Zedorama,45,Otávio Araújo,Mauá
2023-10-21,sal,ALIMENTOS,6.75,5.38,Tuimara,19,Dra. Isabella Alves,Fortaleza
2024-01-06,panela,UTILIDADES,2.41,1.91,Chanax,33,Enzo Gabriel Cassiano,Campinas
2023-09-25,shampoo,HIGIENE,1.46,1.11,Zedorama,8,Catarina Peixoto,Osasco
2023-09-20,sabonete,HIGIENE,7.23,5.04,Zedorama,27,Valentina Martins,Guarulhos
2023-05-02,camisa,ROUPAS,5.64,3.86,Linguini,41,Sr. Antony Vieira,Campinas
2023-11-05,sal,ALIMENTOS,8.22,6.17,Doofensmirts,15,Luigi Garcia,Santo André
2023-10-03,calça,ROUPAS,5.67,3.46,Doofensmirts,46,Isis Borges,Mauá
2024-01-08,bolacha pct 1kg,ALIMENTOS,2.78,1.57,Doofensmirts,37,Bento Camargo,Recife
2024-03-21,camisa,ROUPAS,9.28,4.78,Linguini,48,Sr. Davi Lucca Monteiro,Guarulhos
2023-12-19,pimenta,ALIMENTOS,5.38,4.09,Tabajara,26,Pedro Miguel Mendes,Curitiba
2023-11-29,escova de dentes,HIGIENE,4.04,2.82,Linguini,1,Guilherme Cardoso,Recife
2024-02-19,fanta,BEBIDAS,7.97,5.51,Tuimara,42,Gael Henrique Caldeira,Guarulhos
2024-04-25,arroz 1kg,ALIMENTOS,2.02,1.57,Tabajara,11,Caleb Jesus,Tangamandapio
2023-12-18,panela,UTILIDADES,1.04,0.59,Zedorama,47,Levi Cardoso,Florianópolis
2023-05-11,saia,ROUPAS,6.93,4.77,Zedorama,10,Luara Marques,São Caetano do Sul
2024-01-12,saia,ROUPAS,6.8,3.41,Tuimara,5,Isabelly da Paz,Salvador
2024-03-13,vinho,BEBIDAS,5.11,3.27,Tuimara,23,Benicio da Luz,Diadema
2023-08-05,coca-cola,BEBIDAS,2.27,1.47,Tabajara,40,Davi Lucca Novais,São Sebastião do Paraíso
2023-08-03,suco,BEBIDAS,9.45,4.89,Tabajara,22,Natália Correia,Campinas
2024-01-22,ralo de cozinha,UTILIDADES,7.5,3.95,Linguini,48,Dr. Leonardo Costa,São Sebastião do Paraíso
2024-03-10,creme dental,HIGIENE,9.74,6.27,Tabajara,6,Caroline Caldeira,Rio de Janeiro
2024-04-18,fita isolante,UTILIDADES,9.19,5.39,Tuimara,50,Pedro Leão,Fortaleza
2024-01-10,lâmpada,UTILIDADES,6.5,4.49,Brown,45,Srta. Bianca Alves,Guarulhos
2023-08-27,lâmpada,UTILIDADES,4.43,2.79,Tuimara,7,Gabriela Pimenta,Mauá
2024-04-21,saia,ROUPAS,2.6,1.51,Brown,2,Maria Isis Abreu,Santos
2024-02-17,durex,UTILIDADES,7.17,3.8,Brown,4,Liam Machado,Santos
2023-05-16,fita isolante,UTILIDADES,1.98,1.23,Chanax,24,Henry Gabriel Cavalcanti,Santos
2024-04-11,café,ALIMENTOS,1.52,1.05,Zedorama,15,Catarina Araújo,Fortaleza
2023-11-04,shampoo,HIGIENE,8.12,4.14,Tabajara,48,Evelyn Caldeira,Diadema
2023-10-24,panela,UTILIDADES,2.19,1.23,Chanax,17,Cauê Souza,São Paulo
2024-04-05,vinho,BEBIDAS,9.86,6.02,Doofensmirts,27,Camila Mendes,Curitiba
2024-04-19,shampoo,HIGIENE,8.81,5.78,Tabajara,30,Luiz Fernando Casa Grande,Belo Horizonte
2023-12-04,limoneto,BEBIDAS,2.11,1.09,Linguini,5,Giovanna Martins,Florianópolis
2023-10-20,escova de dentes,HIGIENE,8.43,5.13,Doofensmirts,34,Dr. Vitor Gabriel Macedo,Fortaleza
2023-11-05,cinto,ROUPAS,1.05,0.63,Tuimara,31,Luna Cavalcanti,Florianópolis
2023-09-20,panela,UTILIDADES,4.88,2.88,Zedorama,18,Davi Miguel Alves,Santos
2023-05-12,sabonete,HIGIENE,1.24,0.79,Doofensmirts,24,Maya Martins,Belo Horizonte
2023-10-16,cueca,ROUPAS,2.17,1.3,Brown,8,Antônio Rocha,Osasco
2023-11-13,fanta,BEBIDAS,3.67,2.25,Linguini,39,Liam Pastor,Belo Horizonte
2023-11-18,sal,ALIMENTOS,1.64,0.93,Tabajara,24,Antonella Montenegro,Porto Alegre
2024-03-06,papel higiênico,HIGIENE,1.06,0.55,Chanax,23,Matheus Dias,São Bernardo do Campo
2023-08-27,tomate,ALIMENTOS,1.86,1.34,Tuimara,6,Maria Laura Carvalho,Belo Horizonte
2024-02-19,sabonete,HIGIENE,9.24,6.49,Doofensmirts,46,Maria Sophia Sampaio,São Bernardo do Campo
2023-07-15,tomate,ALIMENTOS,2.59,1.97,Chanax,12,Dr. Davi Lucas Albuquerque,Florianópolis
2024-01-14,bolacha pct 1kg,ALIMENTOS,1.39,0.93,Tuimara,34,Antônio das Neves,Ribeirão Pires
2023-06-11,cesto de roupas,UTILIDADES,4.97,3.8,Linguini,44,Yuri Correia,Tangamandapio
2023-06-29,desentupidor,UTILIDADES,5.17,3.73,Zedorama,49,Ana Beatriz Teixeira,Santos
2023-07-30,abacaxi,ALIMENTOS,7.36,4.55,Tuimara,29,Gustavo Mendonça,Belo Horizonte
2023-07-26,abacaxi,ALIMENTOS,6.52,3.72,Linguini,44,Davi Miguel Sá,Ribeirão Pires
2024-04-10,creme dental,HIGIENE,4.38,3.31,Linguini,46,Sophia Sá,Recife
2024-04-04,barra chocolate 250gr,ALIMENTOS,8.42,4.32,Chanax,42,Enzo Gabriel Aragão,Osasco
2023-11-24,calça,ROUPAS,8.75,5.57,Linguini,9,Heitor da Rocha,São Paulo
2023-07-18,lâmpada,UTILIDADES,6.1,3.8,Tabajara,42,Gustavo Barros,Mauá
2024-03-11,cerveja,BEBIDAS,9.58,7.6,Tabajara,44,Heloisa Cirino,Rio de Janeiro
2024-01-03,shampoo,HIGIENE,1.59,0.91,Tabajara,16,Erick Oliveira,Fortaleza
2023-07-06,papel higiênico,HIGIENE,5.29,2.89,Zedorama,10,Maria Helena Carvalho,Osasco
2023-11-27,limoneto,BEBIDAS,4.15,2.38,Tuimara,7,Bento da Paz,Campinas
2023-06-12,conhaque,BEBIDAS,1.8,1.06,Chanax,42,Isaque Novaes,Salvador
2023-07-09,cinto,ROUPAS,2.41,1.22,Tabajara,3,Joana Sousa,Salvador
2023-06-06,saia,ROUPAS,9.29,5.48,Linguini,27,Alana Alves,Santo André
2024-03-25,creme dental,HIGIENE,1.16,0.65,Chanax,20,Dr. Benjamin Rocha,Curitiba
2023-06-23,filé de tilápia 1kg,ALIMENTOS,5.8,4.59,Chanax,28,Francisco Casa Grande,São Bernardo do Campo
2023-09-05,boné,ROUPAS,9.64,5.86,Tabajara,13,Sr. Valentim Cavalcante,Santos
2024-03-10,coca-cola,BEBIDAS,6.79,3.94,Doofensmirts,16,Dr. Guilherme Castro,São Paulo
2023-06-17,limoneto,BEBIDAS,1.63,1.02,Zedorama,45,Marina da Rosa,Fortaleza
2023-12-16,fanta,BEBIDAS,3.16,1.61,Tuimara,40,Ana Carolina Gonçalves,Fortaleza
2024-04-20,ralo de cozinha,UTILIDADES,8.62,5.36,Chanax,39,Dr. Yan Nascimento,Rio de Janeiro
2024-02-16,papel higiênico,HIGIENE,3.24,2.06,Tuimara,36,Luiz Henrique Pimenta,Florianópolis
2023-05-17,camisa,ROUPAS,5.51,3.07,Chanax,19,Aylla Rezende,São Caetano do Sul
2023-10-13,coca-cola,BEBIDAS,9.51,5.25,Brown,6,Evelyn Barros,Salvador
2023-07-07,abacaxi,ALIMENTOS,7.44,3.89,Zedorama,2,José Pedro da Cunha,Rio de Janeiro
2024-02-28,barra chocolate 250gr,ALIMENTOS,2.78,1.64,Doofensmirts,34,Maria Cecília da Cunha,Ribeirão Pires
2024-04-08,conhaque,BEBIDAS,9.1,6.16,Brown,16,João Gabriel Andrade,Porto Alegre
2023-09-09,durex,UTILIDADES,6.47,4.03,Chanax,7,Dr. Vitor Hugo Viana,Osasco
2024-03-28,creme dental,HIGIENE,8.48,4.77,Chanax,23,Ana Beatriz Lima,Salvador
2023-08-22,guardanapo,UTILIDADES,7.59,5.55,Brown,8,Maria Liz Dias,Ribeirão Pires
2024-02-22,saia,ROUPAS,5.09,3.77,Doofensmirts,27,Jade Sá,Salvador
2023-06-29,panela,UTILIDADES,6.66,5.16,Zedorama,33,Daniela Campos,São Paulo
2023-09-01,cueca,ROUPAS,8.98,5.02,Linguini,2,Theo Teixeira,São Paulo
2023-05-07,sal,ALIMENTOS,5.23,4.18,Brown,6,Luiz Miguel Rocha,São Bernardo do Campo
2023-04-30,camisa,ROUPAS,6.79,5.15,Zedorama,2,Srta. Mariah Duarte,Porto Alegre
2023-10-02,durex,UTILIDADES,4.64,3.45,Brown,2,Mathias Marques,Osasco
2024-02-28,desentupidor,UTILIDADES,6.64,4.88,Linguini,46,Dra. Sabrina Correia,Salvador
2024-03-04,suco,BEBIDAS,8.79,4.94,Chanax,46,Asafe Sá,Diadema
2023-09-15,cueca,ROUPAS,6.97,5.38,Tabajara,19,Bianca Gomes,Salvador
2023-09-12,papel higiênico,HIGIENE,9.85,6.2,Brown,7,Dr. Juan da Rocha,Mauá
2024-01-18,vinho,BEBIDAS,1.45,0.75,Linguini,38,Luigi Fogaça,Tangamandapio
2024-03-19,boné,ROUPAS,1.27,0.96,Linguini,27,Lorenzo Oliveira,São Paulo
2024-02-13,cueca,ROUPAS,3.82,2.2,Brown,29,Fernando da Costa,Curitiba
2023-07-02,panela,UTILIDADES,6.24,4.64,Tabajara,44,Rhavi Nunes,Campinas
2023-05-18,calça,ROUPAS,8.84,5.79,Chanax,40,Juliana Garcia,Curitiba
2023-06-04,chinelo,ROUPAS,9.39,6.82,Tuimara,1,Luiz Miguel Cassiano,Fortaleza
2024-01-24,sal,ALIMENTOS,4.88,2.48,Zedorama,17,Heitor Rodrigues,Belo Horizonte
2023-06-30,durex,UTILIDADES,3.09,2.37,Tuimara,44,Dr. João Miguel Leão,Diadema
2024-02-06,cueca,ROUPAS,1.4,1.04,Chanax,48,Matteo Câmara,Florianópolis
2023-08-30,guardanapo,UTILIDADES,2.14,1.14,Zedorama,30,Vinicius Fonseca,Tangamandapio
2023-12-22,lâmpada,UTILIDADES,3.14,2.4,Chanax,38,Théo Costa,Campinas
2024-02-06,palito de dentes,UTILIDADES,5.44,3.29,Tuimara,4,Ana Beatriz da Luz,Florianópolis
2023-07-30,cerveja,BEBIDAS,7.38,5.73,Linguini,27,Isis da Costa,Salvador
2024-04-24,chinelo,ROUPAS,7.76,4.42,Tuimara,35,Lucca Garcia,Diadema
2024-02-19,papel higiênico,HIGIENE,7.14,4.31,Tuimara,13,Srta. Agatha Santos,Salvador
2023-06-14,saia,ROUPAS,1.91,1.52,Chanax,16,Luiz Felipe Cavalcanti,Curitiba
2023-06-12,cueca,ROUPAS,7.26,5.27,Tabajara,41,Isabella Borges,São Sebastião do Paraíso
2024-02-03,fita isolante,UTILIDADES,8.21,5.65,Brown,23,Sra. Julia Moreira,Curitiba
2024-01-14,guardanapo,UTILIDADES,8.04,4.34,Brown,34,Vitor Moraes,Santo André
2023-10-29,boné,ROUPAS,7.67,4.9,Tuimara,44,Isaque Cavalcanti,Belo Horizonte
2023-08-09,boné,ROUPAS,1.26,0.84,Doofensmirts,44,Otto Caldeira,São Bernardo do Campo
2023-10-04,cueca,ROUPAS,8.87,6.43,Zedorama,13,Lívia Cirino,Recife
2023-07-04,sabonete,HIGIENE,3.73,2.36,Linguini,19,André Ramos,São Bernardo do Campo
2024-03-18,creme dental,HIGIENE,8.69,4.51,Tabajara,44,Maria Julia Azevedo,Belo Horizonte
2024-01-04,abacaxi,ALIMENTOS,9.55,6.13,Brown,38,Dr. Theodoro Nogueira,São Paulo
2023-07-13,shampoo,HIGIENE,9.59,6.71,Zedorama,28,João Miguel Câmara,Campinas
2023-06-29,conhaque,BEBIDAS,3.17,2.05,Tuimara,38,Maya Câmara,Ribeirão Pires
2024-04-10,coca-cola,BEBIDAS,6.4,3.97,Tuimara,14,Dr. Rael Fernandes,São Paulo
2023-09-09,bolacha pct 1kg,ALIMENTOS,8.05,5.53,Tabajara,7,Bruno Vargas,São Bernardo do Campo
2023-05-11,sabonete,HIGIENE,7.38,3.79,Tabajara,10,Dra. Bianca Caldeira,Ribeirão Pires
2023-05-27,café,ALIMENTOS,8.36,6.51,Tabajara,23,Aurora Alves,São Sebastião do Paraíso
2024-02-20,creme dental,HIGIENE,3.1,2.37,Tabajara,49,Luiz Felipe Moraes,Belo Horizonte
2024-03-14,saia,ROUPAS,3.88,2.0,Tabajara,16,Danilo Azevedo,Diadema
2023-07-18,escova de dentes,HIGIENE,9.13,6.35,Tuimara,32,Dante Silva,Guarulhos
2023-05-08,abacate,ALIMENTOS,5.8,3.3,Linguini,28,Henry Montenegro,São Caetano do Sul
2024-04-22,limoneto,BEBIDAS,5.49,4.35,Tabajara,33,Augusto Borges,São Sebastião do Paraíso
2023-09-20,boné,ROUPAS,4.7,2.69,Zedorama,33,Luiz Gustavo Marques,Campinas
2024-02-16,vinho,BEBIDAS,9.65,6.01,Doofensmirts,12,Lucca Cunha,São Caetano do Sul
2024-01-21,creme dental,HIGIENE,2.94,1.66,Doofensmirts,35,Eloah Marques,Belo Horizonte
2023-11-26,chinelo,ROUPAS,5.98,3.8,Linguini,29,Srta. Maria Luiza Silva,Florianópolis
2024-04-14,cinto,ROUPAS,3.85,2.07,Zedorama,16,Lavínia Vieira,Porto Alegre
2023-08-24,ralo de cozinha,UTILIDADES,1.53,1.01,Brown,4,Ravy Dias,Diadema
2023-07-24,shampoo,HIGIENE,1.1,0.68,Doofensmirts,29,Davi Melo,Porto Alegre
2024-03-05,sabonete,HIGIENE,3.93,2.13,Zedorama,16,Maria Flor Costa,São Sebastião do Paraíso
2023-09-17,fanta,BEBIDAS,3.41,2.6,Tabajara,6,Otávio Fernandes,Porto Alegre
2023-11-18,limoneto,BEBIDAS,2.74,1.4,Tabajara,11,Laís Rodrigues,Belo Horizonte
2023-12-05,camisa,ROUPAS,1.91,1.11,Brown,29,Leonardo Rios,Rio de Janeiro
2024-04-04,arroz 1kg,ALIMENTOS,7.03,4.46,Brown,1,Clara Garcia,Florianópolis
2023-09-08,calça,ROUPAS,4.07,2.3,Brown,6,Dom da Cruz,Curitiba
2024-04-15,lâmpada,UTILIDADES,1.93,1.38,Linguini,4,Kevin Sampaio,Belo Horizonte
2023-06-20,palito de dentes,UTILIDADES,9.73,6.9,Tabajara,23,Melissa da Costa,Diadema
2024-01-14,limoneto,BEBIDAS,2.7,1.67,Tabajara,44,Dr. Brayan Aparecida,Curitiba
2023-09-20,vinho,BEBIDAS,6.76,5.24,Zedorama,32,Ana Julia da Cruz,Campinas
2023-08-17,escova de dentes,HIGIENE,8.4,6.66,Zedorama,27,Sr. João Guilherme Silveira,Porto Alegre
2023-05-13,dúzia de banana,ALIMENTOS,3.16,1.65,Tabajara,36,Vinícius Sampaio,Recife
2023-11-20,conhaque,BEBIDAS,1.22,0.82,Linguini,15,Sarah Alves,Santo André
2024-04-14,coca-cola,BEBIDAS,8.8,6.21,Doofensmirts,23,Helena Sales,São Bernardo do Campo
2024-04-16,shampoo,HIGIENE,8.18,4.84,Chanax,13,Sr. Otto Novaes,Ribeirão Pires
2023-12-02,calcinha,ROUPAS,6.36,3.28,Zedorama,19,Catarina Santos,Florianópolis
2024-01-06,limoneto,BEBIDAS,5.45,3.01,Chanax,12,Sophia Gomes,Fortaleza
2023-09-10,abacate,ALIMENTOS,1.32,0.8,Zedorama,49,Helena Leão,Diadema
2024-04-16,sabonete,HIGIENE,9.99,7.3,Zedorama,10,Gael Cavalcanti,Curitiba
2023-12-11,escova de dentes,HIGIENE,9.26,5.98,Tuimara,15,Ágatha Alves,Fortaleza
2024-04-26,camisa,ROUPAS,9.58,7.5,Tabajara,39,Luara Santos,São Caetano do Sul
2024-01-07,fanta,BEBIDAS,2.73,1.63,Chanax,42,Dr. Davi Miguel Caldeira,São Bernardo do Campo
2023-06-20,creme dental,HIGIENE,1.33,0.82,Brown,48,Ayla Siqueira,Fortaleza
2023-05-14,suco,BEBIDAS,7.66,4.35,Zedorama,7,Gael Henrique Andrade,Curitiba
2023-09-23,sabonete,HIGIENE,8.61,5.98,Tuimara,16,Theo Garcia,Fortaleza
2023-08-01,abacate,ALIMENTOS,9.39,5.76,Brown,34,Anna Liz Pinto,Diadema
2023-09-11,dúzia de banana,ALIMENTOS,6.9,5.21,Tuimara,22,Asafe Pinto,Santo André
2023-07-03,suco,BEBIDAS,8.33,6.35,Doofensmirts,9,Milena Jesus,Rio de Janeiro
2023-08-11,saia,ROUPAS,6.12,3.15,Brown,47,Sarah das Neves,Guarulhos
2024-01-19,shampoo,HIGIENE,6.5,4.97,Brown,5,Anthony Nunes,Recife
2024-01-31,lâmpada,UTILIDADES,5.48,4.08,Zedorama,38,Murilo Pinto,São Bernardo do Campo
2024-04-23,escova de dentes,HIGIENE,2.72,2.0,Linguini,20,Isaque Teixeira,Florianópolis
2024-03-04,lâmpada,UTILIDADES,3.77,2.77,Linguini,7,Oliver Souza,Belo Horizonte
2024-01-15,ralo de cozinha,UTILIDADES,5.79,3.35,Brown,30,Valentim da Costa,São Sebastião do Paraíso
2023-12-09,café,ALIMENTOS,4.98,3.35,Doofensmirts,18,Vicente Moraes,Salvador
2023-10-28,café,ALIMENTOS,8.98,4.96,Doofensmirts,6,Lucas Gabriel Duarte,Porto Alegre
2023-09-20,durex,UTILIDADES,4.38,2.42,Tabajara,24,Maria Liz da Cunha,Recife
2023-09-24,sabonete,HIGIENE,1.32,0.88,Tuimara,18,Liz Fogaça,Santo André
2023-07-24,arroz 1kg,ALIMENTOS,1.48,0.88,Brown,18,Aylla da Mata,Tangamandapio
2023-12-27,tomate,ALIMENTOS,6.51,5.02,Zedorama,42,Vinicius Lima,Salvador
2023-05-17,vinho,BEBIDAS,8.4,4.41,Brown,2,Davi Luiz Lima,Diadema
2023-07-25,suco,BEBIDAS,2.14,1.32,Linguini,24,Maria Julia Aparecida,Fortaleza
2023-11-14,desentupidor,UTILIDADES,1.87,1.07,Zedorama,30,Dr. João Vitor Gonçalves,Tangamandapio
2023-12-14,tomate,ALIMENTOS,4.68,3.62,Zedorama,4,Pietra da Paz,Santos
2024-01-24,creme dental,HIGIENE,2.19,1.32,Linguini,27,Enzo Gabriel Gonçalves,São Paulo
2024-01-30,fita isolante,UTILIDADES,1.47,1.02,Doofensmirts,17,Diogo Novais,Campinas
2023-07-28,suco,BEBIDAS,1.54,0.9,Chanax,33,Matteo Dias,Ribeirão Pires
2023-10-27,guardanapo,UTILIDADES,3.81,2.59,Brown,31,Daniel das Neves,São Sebastião do Paraíso
2023-10-05,coca-cola,BEBIDAS,2.02,1.43,Zedorama,41,Erick Cavalcanti,Mauá
2024-04-02,suco,BEBIDAS,9.68,5.9,Chanax,2,Bruna Ramos,Guarulhos
2024-01-15,ralo de cozinha,UTILIDADES,9.89,6.3,Tuimara,18,Anthony Carvalho,São Bernardo do Campo
2024-01-18,cesto de roupas,UTILIDADES,2.78,1.98,Doofensmirts,2,Sra. Maria Sophia Abreu,Osasco
2023-10-12,creme dental,HIGIENE,8.98,7.11,Doofensmirts,24,Laís Sampaio,São Bernardo do Campo
2023-09-22,fita isolante,UTILIDADES,8.36,5.61,Linguini,33,Srta. Maria Cecília Brito,Porto Alegre
2023-09-07,palito de dentes,UTILIDADES,5.31,4.15,Linguini,50,Maria Laura Cavalcanti,Mauá
2023-11-18,saia,ROUPAS,7.0,3.87,Chanax,22,João Miguel Nogueira,Florianópolis
2023-06-26,sal,ALIMENTOS,1.96,1.38,Linguini,13,Bento Moura,Belo Horizonte
2023-05-22,shampoo,HIGIENE,4.92,3.04,Tabajara,42,Noah Sampaio,Recife
2024-02-11,sabonete,HIGIENE,8.49,6.26,Zedorama,12,Jade Santos,São Caetano do Sul
2023-09-15,sabonete,HIGIENE,1.33,0.95,Zedorama,14,Juliana Aragão,Curitiba
2023-10-06,sabonete,HIGIENE,2.92,2.28,Chanax,9,Emanuelly da Rocha,Curitiba
2023-10-23,fanta,BEBIDAS,7.92,4.94,Chanax,4,Apollo Mendonça,Fortaleza
2023-11-09,ralo de cozinha,UTILIDADES,5.27,2.75,Tuimara,43,Aylla Borges,São Paulo
2024-01-29,saia,ROUPAS,3.14,1.87,Brown,43,Sabrina Rezende,Rio de Janeiro
2023-12-05,limoneto,BEBIDAS,2.91,2.07,Brown,50,Vinicius Cassiano,São Caetano do Sul
2023-05-17,fanta,BEBIDAS,4.41,3.05,Tabajara,8,Sr. Arthur Gabriel Aragão,Campinas
2023-06-30,sabonete,HIGIENE,4.43,2.31,Doofensmirts,39,Dra. Mirella Pastor,Santo André
2023-12-11,sabonete,HIGIENE,5.88,3.34,Linguini,24,Ágatha Carvalho,Florianópolis
2023-07-08,palito de dentes,UTILIDADES,9.8,6.12,Zedorama,3,Oliver Pereira,Tangamandapio
2024-03-24,calça,ROUPAS,2.76,1.91,Tabajara,16,Henrique Aragão,Ribeirão Pires
2023-09-21,sabonete,HIGIENE,3.4,1.9,Doofensmirts,23,Rafael Fernandes,São Caetano do Sul
2023-05-14,pimenta,ALIMENTOS,6.38,3.75,Doofensmirts,3,Laura Campos,Mauá
2023-11-11,camisa,ROUPAS,9.52,6.6,Brown,14,Pedro Miguel Nascimento,Diadema
2023-08-23,sabonete,HIGIENE,1.97,1.4,Chanax,48,Antony Andrade,Santos
2023-12-21,palito de dentes,UTILIDADES,1.54,1.1,Zedorama,31,Valentina Pimenta,Santos
2024-04-09,arroz 1kg,ALIMENTOS,2.41,1.23,Tabajara,34,Maria Flor Cassiano,São Bernardo do Campo
2023-06-28,fanta,BEBIDAS,1.95,1.47,Zedorama,21,Caleb Câmara,Florianópolis
2023-10-14,saia,ROUPAS,6.68,4.16,Tabajara,22,Sr. Luigi Albuquerque,São Caetano do Sul
2023-10-02,shampoo,HIGIENE,2.01,1.11,Tabajara,38,Antony Nogueira,Recife
2023-11-01,cueca,ROUPAS,4.48,2.89,Tabajara,47,Emanuel Castro,São Sebastião do Paraíso
2024-01-22,arroz 1kg,ALIMENTOS,3.44,1.83,Doofensmirts,8,Nicolas Abreu,Campinas
2023-05-19,coca-cola,BEBIDAS,9.33,6.22,Tabajara,44,Heloísa Rodrigues,Porto Alegre
2023-06-10,cueca,ROUPAS,2.35,1.62,Brown,48,Srta. Gabrielly Camargo,Osasco
2023-11-06,camisa,ROUPAS,7.31,4.85,Tabajara,14,Maria Helena Sampaio,Diadema
2024-01-30,escova de dentes,HIGIENE,6.29,4.06,Tuimara,39,Henry da Mota,Campinas
2023-05-19,escova de dentes,HIGIENE,1.34,0.82,Tuimara,10,Dra. Elisa Farias,Recife
2023-09-28,dúzia de banana,ALIMENTOS,9.57,6.04,Tuimara,3,Sra. Daniela Casa Grande,Porto Alegre
2024-01-12,sabonete,HIGIENE,4.0,2.01,Linguini,40,Sra. Maria Sophia das Neves,Santos
2024-02-27,escova de dentes,HIGIENE,6.5,4.77,Zedorama,45,Maria Alice Vieira,Rio de Janeiro
2023-10-31,escova de dentes,HIGIENE,5.73,4.01,Brown,3,Camila Macedo,Mauá
2023-09-21,guardanapo,UTILIDADES,7.08,4.27,Chanax,16,Yuri Azevedo,Rio de Janeiro
2023-07-20,cesto de roupas,UTILIDADES,6.8,3.58,Doofensmirts,10,Clara Siqueira,São Paulo
2024-01-06,boné,ROUPAS,5.3,3.37,Zedorama,38,Dr. Lucas Gabriel Guerra,São Caetano do Sul
2023-05-04,calça,ROUPAS,7.03,4.97,Doofensmirts,29,Sr. Noah Siqueira,São Caetano do Sul
2023-07-13,ralo de cozinha,UTILIDADES,1.72,1.36,Doofensmirts,33,Marcelo Castro,São Sebastião do Paraíso
2024-02-05,ralo de cozinha,UTILIDADES,8.09,5.54,Zedorama,30,Sophie Marques,Osasco
2024-04-28,dúzia de banana,ALIMENTOS,5.37,4.12,Doofensmirts,15,Renan Campos,Mauá
2023-12-10,shampoo,HIGIENE,2.32,1.28,Tuimara,31,Dr. Theo Porto,Santo André
2024-04-13,abacate,ALIMENTOS,2.07,1.55,Linguini,40,João Miguel Nunes,Florianópolis
2023-09-07,durex,UTILIDADES,6.93,4.49,Zedorama,12,Vitor Gabriel Macedo,Santos
2023-10-12,chinelo,ROUPAS,9.68,5.54,Tabajara,28,Felipe Lopes,Recife
2024-04-13,papel higiênico,HIGIENE,5.83,4.41,Doofensmirts,36,Sara Cassiano,Diadema
2023-06-29,escova de dentes,HIGIENE,1.2,0.62,Linguini,1,Stephany Moura,Curitiba
2024-02-27,chinelo,ROUPAS,8.23,6.16,Tabajara,16,Larissa Siqueira,Osasco
2023-09-06,papel higiênico,HIGIENE,8.44,5.22,Tabajara,45,Esther Pinto,Campinas
2024-02-08,filé de tilápia 1kg,ALIMENTOS,7.7,4.52,Zedorama,8,Arthur Câmara,Belo Horizonte
2023-11-05,limoneto,BEBIDAS,4.3,3.22,Linguini,7,Antonella Lima,Guarulhos
2024-02-23,creme dental,HIGIENE,3.98,2.2,Chanax,16,Maria Clara Moura,Santos
2023-12-05,camisa,ROUPAS,6.74,4.86,Zedorama,45,Dr. Antônio Camargo,Salvador
2023-07-19,sabonete,HIGIENE,4.47,2.78,Doofensmirts,7,Maitê Martins,São Paulo
2023-07-04,camisa,ROUPAS,6.18,4.69,Tabajara,14,Alice Lopes,São Bernardo do Campo
2024-04-14,papel higiênico,HIGIENE,8.31,4.94,Brown,32,Antonella Sales,Porto Alegre
2024-04-22,camisa,ROUPAS,7.96,5.56,Zedorama,39,Srta. Emilly Moreira,Mauá
2024-02-15,durex,UTILIDADES,1.04,0.67,Linguini,8,Luan Oliveira,São Paulo
2023-09-12,café,ALIMENTOS,7.93,5.22,Linguini,11,Sr. Apollo Casa Grande,Ribeirão Pires
2023-12-04,filé de tilápia 1kg,ALIMENTOS,3.49,1.9,Linguini,49,Ana Vitória Cunha,Tangamandapio
2023-05-04,sabonete,HIGIENE,1.96,1.08,Tabajara,15,Luigi Andrade,Rio de Janeiro
2023-10-31,desentupidor,UTILIDADES,9.19,4.99,Tabajara,7,Maria Vitória Vargas,São Sebastião do Paraíso
2024-04-28,conhaque,BEBIDAS,3.0,1.63,Brown,29,Gabrielly Barros,Salvador
2024-02-17,fanta,BEBIDAS,6.98,4.69,Doofensmirts,22,Daniel Pimenta,Diadema
2023-10-15,shampoo,HIGIENE,4.31,2.44,Chanax,8,Luana Jesus,Rio de Janeiro
2023-08-29,creme dental,HIGIENE,9.82,7.3,Chanax,36,Ana Lívia Viana,Rio de Janeiro
2023-07-26,palito de dentes,UTILIDADES,9.78,6.21,Zedorama,20,Diego Gomes,Mauá
2023-10-09,calcinha,ROUPAS,8.53,6.03,Doofensmirts,23,Srta. Maya Cavalcanti,Osasco
